Car Name,Car Brand,Car Model,Manufacture Year,Body Type,Fuel Type,Mileage,Transmission,Color,Price,Installment,Condition,Seat Capacity,Location,Sales Channel,URL
2009 REGISTER 2014 Toyota Wish 1.8 MPV ANDROID PLAYER REVERSE CAM LIKE NEW (LOAN KEDAI TANPA DOKUMEN),Toyota,Wish,2009,MPV,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,White,42800,RM 555/month,Used,7,"Selangor , Kajang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15762595
2022 Proton X70 1.8 TGDI Executive SUV LOW MILEAGE 40K KM CKD,Proton,X70,2022,SUV,Petrol - Unleaded (ULP),45 - 50K KM,Automatic,Brown,63888,RM 828/month,Used,5,"Selangor , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_14573297
2015 Inokom Santa Fe 2.4 Executive Plus SUV PANORAMIC ROOF NAPPA LEATHER 2 YEARS WARRANTY,Inokom,Santa Fe,2015,SUV,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,White,32888,RM 426/month,Used,7,"Selangor , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_14946146
2015 Mazda CX-5 2.0 SKYACTIV-G High Spec SUV LEATHER SEAT FOC 2 YEARS WARRANTY,Mazda,CX-5,2015,SUV,Petrol - Unleaded (ULP),95 - 100K KM,Automatic,Grey,36888,RM 478/month,Used,5,"Selangor , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15805659
2021 Mitsubishi Xpander 1.5 MPV PREMIUM SPEC WITH 2 YEARS WARRANTY,Mitsubishi,Xpander,2021,MPV,Petrol - Unleaded (ULP),70 - 75K KM,Automatic,White,62888,RM 815/month,Used,7,"Selangor , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15750314
2022 Honda City 1.5 V i-VTEC Sedan NEW VERSION FACELIFT LATEST MODEL UNDER WARRANTY,Honda,City,2022,Sedan,Petrol - Unleaded (ULP),35 - 40K KM,Automatic,Black,67888,RM 880/month,Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_14237217
2019 Proton Persona 1.6 Premium Sedan .Gempak Giler price  Promosi year end sales,Proton,Persona,2019,Sedan,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Maroon,32800,RM 425/month,Used,5,"Melaka , Melaka",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15725578
2019 Proton Persona 1.6 Premium Sedan -free service -free delivery -No hidden fee,Proton,Persona,2019,Sedan,Petrol - Unleaded (ULP),90 - 95K KM,Automatic,Red,32800,RM 425/month,Used,5,"Melaka , Melaka",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15731998
2019 BMW 330i 2.0 M Sport Sedan,BMW,330i,2019,Sedan,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,White,170000,"RM 2,204/month",Used,5,"Kuala Lumpur , Jalan Kuching",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15710441
2020 BMW X5 3.0 xDrive45e M Sport SUV,BMW,X5,2020,SUV,Hybrid,60 - 65K KM,Automatic,Black,272800,"RM 3,537/month",Used,5,"Kuala Lumpur , Jalan Kuching",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15750299
2021 Nissan GT-R R35 BLACK EDITION,Nissan,GT-R,2021,Coupe,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Black,680000,"RM 8,816/month",Used,4,"Selangor , Bandar Baru Bangi",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15743140
2023 MILEAGE 21K Proton X50 1.5 Premium SUV SERVIS WARRANTY PROTON,Proton,X50,2023,SUV,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Red,83999,"RM 1,089/month",Used,5,"Johor , Pasir Gudang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_14743027
"JUAL SEADANYA, KERETA CONDITION BAIK, FULL CAR LEATHER SEAT 2010 Proton Exora 1.6 CPS M-Line MPV WITH REVERSE CAMERA, SELLING WITH WARRANTY",Proton,Exora,2010,MPV,Petrol - Unleaded (ULP),110 - 115K KM,Automatic,Silver,11999,RM 156/month,Used,7,"Selangor , Puchong",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15756105
2021 Toyota Voxy 2.0 ZS Kirameki 3 2 Power Door,Toyota,Voxy,2021,MPV,Petrol - Unleaded (ULP),45 - 50K KM,Automatic,Black,145800,"RM 1,890/month",Used,8,"Johor , Senai",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15365847
2015 Mitsubishi Triton 2.5 Quest Dual Cab Pickup Truck,Mitsubishi,Triton,2015,Pickup Truck,Diesel,85 - 90K KM,Manual,White,36800,RM 477/month,Used,5,"Johor , Senai",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_14068828
2023 Recon Facelift Harrier Z Leather Max Spec 2.0L (ready to view) japan already out of stock,Toyota,Harrier,2023,SUV,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,White,232000,"RM 3,008/month",Used,5,"Kuala Lumpur , Old Klang Road",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15706919
2020 UNREG Toyota Harrier 2.0 Z LIGHT GREY INTERIOR Full Spec (the best worth price) limited colour *without sunroof* cash back 10k tnc,Toyota,Harrier,2020,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Black,175800,"RM 2,279/month",Used,5,"Kuala Lumpur , Old Klang Road",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15884118
NEGO TILL GO 2020 BMW 420i 2.0 M Sport Coupe 420,BMW,420i,2020,Coupe,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,245000,"RM 3,176/month",Used,4,"Kuala Lumpur , Jln Tun Razak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_14984588
NEGO TILL GO AGH45 4WD 2023 Toyota Alphard 2.5 Z SPEC NEW MODEL  MPV,Toyota,Alphard,2023,MPV,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,Black,370000,"RM 4,797/month",Used,7,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15865240
NEGO TILL GO 2019 Mercedes-Benz A250 2.0 AMG Line Sedan A25,Mercedes-Benz,A250,2019,Sedan,Petrol - Unleaded (ULP),0 - 5K KM,Automatic,White,165000,"RM 2,139/month",Used,5,"Selangor , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_15152125
NEGO Ready Stock 2023 Range Rover Sport 3.0 DYNAMIC SE,Land Rover,Range Rover Sport,2023,SUV,Petrol - Unleaded (ULP),10 - 15K KM,Automatic,White,890000,"RM 11,538/month",Used,5,"Selangor , Petaling Jaya",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3536&page_size=25#listing_14377646
2020 Full Spec High Spec Porsche 911 992 3.0 Carrera 4S Coupe,Porsche,911,2020,Coupe,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Blue,799000,"RM 10,358/month",Used,4,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15320729
2020 Porsche Panamera 3.0 Hatchback,Porsche,Panamera,2020,Hatchback,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,Black,462000,"RM 5,990/month",Used,4,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15744739
2014 Mazda CX-5 2.0 SKYACTIV-G Mid Spec SUV//perfect condition a,Mazda,CX-5,2014,SUV,Petrol - Unleaded (ULP),80 - 85K KM,Automatic,Grey,43999,RM 570/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_14829479
2018 Mitsubishi Triton 2.4 VGT Athlete Dual Cab Pickup Truck,Mitsubishi,Triton,2018,Pickup Truck,Diesel,70 - 75K KM,Automatic,White,74999,RM 972/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15784463
2020 Toyota Land Cruiser Prado 2.8 TX-L (A) Recond 8 YEARS WARRANTY,Toyota,Land Cruiser Prado,2020,SUV,Diesel,50 - 55K KM,Automatic,White,225000,"RM 2,917/month",Used,7,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15883127
2019 Toyota Noah 2.0 Si WXB 2 (A) Recond 8 YEARS WARRANTY,Toyota,Noah,2019,MPV,Petrol - Unleaded (ULP),55 - 60K KM,Automatic,White,143000,"RM 1,854/month",Used,8,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15883099
2021 Proton Saga 1.3 Premium Sedan HIGH SPEC 57K KM LOW MILEAGE 2 YEAR WARRANTY,Proton,Saga,2021,Sedan,Petrol - Unleaded (ULP),50 - 55K KM,Automatic,Brown,25888,RM 336/month,Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15882966
2016 Bmw 330E SPORT (CKD) 2.0 (A) Sunroof Easy Loan,BMW,330e,2016,Sedan,Hybrid,90 - 95K KM,Automatic,White,50999,RM 661/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15861897
2021 BMW 330i 2.0 M Sport Driving Assist Pack Sedan G20 Veleno Exhaust Cost RM11K Full Service Record 41K KM Mileage Under Warranty December 2026,BMW,330i,2021,Sedan,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Black,179800,"RM 2,331/month",Used,5,"Kuala Lumpur , Sungai Besi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15704036
2015 BMW 320d GRAN TURISMO 2.0 (A) Sport MUKA KOSONG,BMW,320d,2015,Hatchback,Diesel,75 - 80K KM,Automatic,Black,52999,RM 687/month,Used,5,"Johor , Johor Bahru",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15881274
2021 Proton Saga 1.3 Premium Sedan HIGH SPEC NEW VERSION FACELIFT 57K KM 2 YEAR WARRANTY,Proton,Saga,2021,Sedan,Petrol - Unleaded (ULP),50 - 55K KM,Automatic,Brown,25888,RM 336/month,Used,5,"Selangor , Bandar Baru Bangi",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15882927
2018 Mitsubishi Triton 2.4 Adventure-spec vgt 4x4 (A) *GUARANTEE No Accident/No Total Lost/No Flood & 5 Day Money back Guarantee*,Mitsubishi,Triton,2018,Pickup Truck,Diesel,50 - 55K KM,Automatic,Green,71500,RM 927/month,Used,5,"Kuala Lumpur , Setapak",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_14336726
2020 Mercedes-Benz CLA250 2.0 4MATIC AMG SHOOTING BRAKE,Mercedes-Benz,CLA250,2020,Coupe,Petrol - Unleaded (ULP),15 - 20K KM,Automatic,White,205000,"RM 2,658/month",Used,5,"Selangor , Bandar Baru Bangi",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15747967
2019 Porsche Macan 2.0T S-A PDK,Porsche,Macan,2019,SUV,Petrol - Unleaded (ULP),35 - 40K KM,Automatic,White,278000,"RM 3,604/month",Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15633414
2019 Range Rover Velar 2.0 P250 R-Dynamic HSE,Land Rover,Range Rover Velar,2019,SUV,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,Grey,323000,"RM 4,187/month",Used,5,"Kuala Lumpur , Cheras",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15256985
2021 Toyota Corolla Cross 1.8 V SUV FULL SERVICE RECORD UNDER WARRANTY 65K-MILEAGE ONLY,Toyota,Corolla Cross,2021,SUV,Petrol - Unleaded (ULP),60 - 65K KM,Automatic,White,96999,"RM 1,258/month",Used,5,"Selangor , Kajang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15552438
2023 BYD Atto 3 0.0 Extended Range SUV FULL SERVICE RECORD UNDER WARRANTY 20K-MILEAGE ONLY,BYD,Atto 3,2023,SUV,Electric,15 - 20K KM,Automatic,Grey,103999,"RM 1,348/month",Used,5,"Selangor , Kajang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15797539
2023 Honda CR-V 1.5 Black Edition SUV FULL SERVICE RECORD UNDER WARRANTY 30K-MILEAGE ONLY,Honda,CR-V,2023,SUV,Petrol - Unleaded (ULP),25 - 30K KM,Automatic,Black,142999,"RM 1,854/month",Used,5,"Selangor , Kajang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15797610
2022 Mazda CX-5 2.5 SKYACTIV-G High SUV FULL SERVICE RECORD UNDER WARRANTY 56K-MILEAGE ONLY,Mazda,CX-5,2022,SUV,Petrol - Unleaded (ULP),50 - 55K KM,Automatic,Blue,122999,"RM 1,595/month",Used,5,"Selangor , Kajang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15797622
2022 Mercedes-Benz E300 2.0 AMG Line Sedan FACELIFT FULL SERVICE RECORD UNDER WARRANTY 46K-MILEAGE ONLY,Mercedes-Benz,E300,2022,Sedan,Petrol - Unleaded (ULP),40 - 45K KM,Automatic,Black,259999,"RM 3,371/month",Used,5,"Selangor , Kajang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15841707
2023 Honda HR-V 1.5 eHEV RS SUV HYBRID FULL SERVICE RECORD UNDER WARRANTY 25K-MILEAGE ONLY,Honda,HR-V,2023,SUV,Hybrid,20 - 25K KM,Automatic,White,115999,"RM 1,504/month",Used,5,"Selangor , Kajang",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15841718
2022 Toyota Harrier 2.0 G SUV (Grade 5A) 3K KM * Year End Sales *,Toyota,Harrier,2022,SUV,Petrol - Unleaded (ULP),2500 KM,Automatic,Black,189000,"RM 2,450/month",Used,5,"Kuala Lumpur , Old Klang Road",DealerThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15872095
(Full Carbon Pack)2019 Mercedes-Benz G63 4.0 AMG Red Leather,Mercedes-Benz,G63 AMG,2019,SUV,Petrol - Unleaded (ULP),20 - 25K KM,Automatic,White,899000,"RM 11,655/month",Used,5,"Kuala Lumpur , Bukit Bintang",Sales AgentThis 'Trusted Dealer' has a proven track record of upholding the best car selling practices certified by Carlist.my,https://www.carlist.my/cars-for-sale/malaysia?page_number=3537&page_size=25#listing_15289562
